ID,exercise,lift_date,lb,reps,set
1,squat,9/1/2019,135,5,1
2,squat,9/1/2019,165,5,2
3,squat,9/1/2019,205,5,3
4,squat,9/1/2019,205,3,4
5,squat,9/1/2019,135,5,5
6,squat,9/1/2019,135,5,6
7,leg extension,9/1/2019,90,12,1
8,leg extension,9/1/2019,90,12,2
9,leg extension,9/1/2019,90,12,3
10,leg extension,9/1/2019,90,12,4
11,leg extension,9/1/2019,70,12,5
12,seated leg curl,9/1/2019,70,12,1
13,seated leg curl,9/1/2019,70,12,2
14,seated leg curl,9/1/2019,70,12,3
15,seated leg curl,9/1/2019,70,12,4
16,seated leg curl,9/1/2019,70,12,5
17,calf raise,9/1/2019,240,12,1
18,calf raise,9/1/2019,240,12,2
19,calf raise,9/1/2019,240,12,3
20,calf raise,9/1/2019,220,12,4
21,calf raise,9/1/2019,220,12,5
22,power tower leg raise,9/1/2019,0,12,1
23,power tower leg raise,9/1/2019,0,12,2
24,power tower leg raise,9/1/2019,0,12,3
25,power tower leg raise,9/1/2019,0,12,4
26,power tower leg raise,9/1/2019,0,12,5
27,bench press,9/3/2019,95,8,1
28,bench press,9/3/2019,135,5,2
29,bench press,9/3/2019,135,5,3
30,bench press,9/3/2019,145,5,4
31,bench press,9/3/2019,155,5,5
32,bench press,9/3/2019,135,8,6
33,bench press,9/3/2019,135,8,7
34,flat bench dumbbell press,9/3/2019,20,8,1
35,flat bench dumbbell press,9/3/2019,25,8,2
36,flat bench dumbbell press,9/3/2019,25,8,3
37,cross cable fly,9/3/2019,10,12,1
38,cross cable fly,9/3/2019,20,12,2
39,cross cable fly,9/3/2019,20,12,3
40,cross cable fly,9/3/2019,20,12,4
41,cross cable fly,9/3/2019,20,12,5
42,tricep pushdown,9/3/2019,70,12,1
43,tricep pushdown,9/3/2019,70,12,2
44,tricep pushdown,9/3/2019,70,12,3
45,tricep pushdown,9/3/2019,70,12,4
46,tricep pushdown,9/3/2019,70,12,5
47,seated cable row,9/4/2019,75,12,1
48,seated cable row,9/4/2019,75,12,2
49,seated cable row,9/4/2019,90,12,3
50,seated cable row,9/4/2019,90,12,4
51,seated cable row,9/4/2019,90,12,5
52,t bar row with handle,9/4/2019,70,12,1
53,t bar row with handle,9/4/2019,80,12,2
54,t bar row with handle,9/4/2019,80,12,3
55,t bar row with handle,9/4/2019,80,12,4
56,t bar row with handle,9/4/2019,80,12,5
57,dumbbell bicep curl,9/4/2019,30,12,1
58,dumbbell bicep curl,9/4/2019,30,10,2
59,dumbbell bicep curl,9/4/2019,25,10,3
60,dumbbell bicep curl,9/4/2019,20,12,4
61,dumbbell bicep curl,9/4/2019,20,12,5
62,crossbody hammer curl,9/4/2019,20,12,1
63,crossbody hammer curl,9/4/2019,20,12,2
64,crossbody hammer curl,9/4/2019,20,12,3
65,crossbody hammer curl,9/4/2019,20,12,4
66,crossbody hammer curl,9/4/2019,20,12,5
67,russian twist,9/4/2019,10,12,1
68,russian twist,9/4/2019,10,12,2
69,russian twist,9/4/2019,10,12,3
70,russian twist,9/4/2019,10,12,4
71,russian twist,9/4/2019,10,12,5
72,power tower leg raise,9/4/2019,0,12,1
73,power tower leg raise,9/4/2019,0,12,2
74,power tower leg raise,9/4/2019,0,12,3
75,power tower leg raise,9/4/2019,0,12,4
76,power tower leg raise,9/4/2019,0,12,5
77,squat,9/5/2019,135,5,1
78,squat,9/5/2019,155,5,2
79,squat,9/5/2019,155,5,3
80,squat,9/5/2019,155,5,4
81,squat,9/5/2019,135,8,5
82,squat,9/5/2019,135,8,6
83,squat,9/5/2019,135,8,7
84,seated leg curl,9/5/2019,60,12,1
85,seated leg curl,9/5/2019,75,12,2
86,seated leg curl,9/5/2019,60,12,3
87,seated leg curl,9/5/2019,60,12,4
88,seated leg curl,9/5/2019,60,12,5
89,leg extension,9/5/2019,90,12,1
90,leg extension,9/5/2019,90,12,2
91,leg extension,9/5/2019,70,12,3
92,leg extension,9/5/2019,70,12,4
93,leg extension,9/5/2019,70,12,5
94,calf raise,9/5/2019,240,12,1
95,calf raise,9/5/2019,240,12,2
96,calf raise,9/5/2019,240,12,3
97,calf raise,9/5/2019,240,12,4
98,calf raise,9/5/2019,240,12,5
99,power tower leg raise,9/5/2019,0,12,1
100,power tower leg raise,9/5/2019,0,12,2
101,power tower leg raise,9/5/2019,0,12,3
102,power tower leg raise,9/5/2019,0,12,4
103,power tower leg raise,9/5/2019,0,12,5
104,squat,9/9/2019,115,5,1
105,squat,9/9/2019,135,8,2
106,squat,9/9/2019,185,5,3
107,squat,9/9/2019,225,3,4
108,squat,9/9/2019,225,2,5
109,squat,9/9/2019,135,8,6
110,squat,9/9/2019,135,8,7
111,leg extension,9/9/2019,75,12,1
112,leg extension,9/9/2019,75,12,2
113,leg extension,9/9/2019,75,12,3
114,leg extension,9/9/2019,75,12,4
115,leg extension,9/9/2019,75,12,5
116,prone leg curl,9/9/2019,50,12,1
117,prone leg curl,9/9/2019,50,12,2
118,prone leg curl,9/9/2019,50,12,3
119,prone leg curl,9/9/2019,50,12,4
120,prone leg curl,9/9/2019,50,12,5
121,calf raise,9/9/2019,240,12,1
122,calf raise,9/9/2019,240,12,2
123,calf raise,9/9/2019,240,12,3
124,calf raise,9/9/2019,240,12,4
125,calf raise,9/9/2019,240,12,5
126,deadlift,9/10/2019,95,5,1
127,deadlift,9/10/2019,115,5,2
128,deadlift,9/10/2019,115,5,3
129,deadlift,9/10/2019,135,8,4
130,deadlift,9/10/2019,135,5,5
131,deadlift,9/10/2019,135,5,6
132,deadlift,9/10/2019,135,5,7
133,seated cable row,9/10/2019,90,12,1
134,seated cable row,9/10/2019,90,12,2
135,seated cable row,9/10/2019,90,12,3
136,dumbbell bicep curl,9/10/2019,25,12,1
137,dumbbell bicep curl,9/10/2019,20,12,2
138,dumbbell bicep curl,9/10/2019,20,12,3
139,dumbbell bicep curl,9/10/2019,20,12,4
140,dumbbell bicep curl,9/10/2019,20,12,5
141,crossbody hammer curl,9/10/2019,20,12,1
142,crossbody hammer curl,9/10/2019,20,12,2
143,crossbody hammer curl,9/10/2019,20,12,3
144,bicep ez curl,9/10/2019,45,15,1
145,bicep ez curl,9/10/2019,45,15,2
146,bicep ez curl,9/10/2019,45,15,3
147,squat,9/12/2019,115,5,1
148,squat,9/12/2019,135,8,2
149,squat,9/12/2019,135,8,3
150,squat,9/12/2019,155,8,4
151,squat,9/12/2019,155,8,5
152,squat,9/12/2019,135,8,6
153,squat,9/12/2019,135,8,7
154,seated leg curl,9/12/2019,50,12,1
155,seated leg curl,9/12/2019,50,12,2
156,seated leg curl,9/12/2019,50,12,3
157,seated leg curl,9/12/2019,50,12,4
158,seated leg curl,9/12/2019,50,12,5
159,leg extension,9/12/2019,90,12,1
160,leg extension,9/12/2019,70,12,2
161,leg extension,9/12/2019,70,12,3
162,leg extension,9/12/2019,70,12,4
163,leg extension,9/12/2019,70,12,5
164,calf raise,9/12/2019,240,12,1
165,calf raise,9/12/2019,240,12,2
166,calf raise,9/12/2019,240,12,3
167,calf raise,9/12/2019,240,12,4
168,calf raise,9/12/2019,240,12,5
169,russian twist,9/12/2019,10,12,1
170,russian twist,9/12/2019,10,12,2
171,russian twist,9/12/2019,10,12,3
172,russian twist,9/12/2019,10,12,4
173,russian twist,9/12/2019,10,12,5
174,deadlift,9/13/2019,115,8,1
175,deadlift,9/13/2019,135,5,2
176,deadlift,9/13/2019,155,5,3
177,deadlift,9/13/2019,175,5,4
178,deadlift,9/13/2019,185,5,5
179,deadlift,9/13/2019,135,8,6
180,deadlift,9/13/2019,135,5,7
181,bent over dumbbell row,9/13/2019,25,12,1
182,bent over dumbbell row,9/13/2019,25,12,2
183,bent over dumbbell row,9/13/2019,30,12,3
184,bent over dumbbell row,9/13/2019,30,12,4
185,bent over dumbbell row,9/13/2019,30,12,5
186,tricep pushdown,9/13/2019,50,12,1
187,tricep pushdown,9/13/2019,60,12,2
188,tricep pushdown,9/13/2019,70,12,3
189,tricep pushdown,9/13/2019,70,12,4
190,tricep pushdown,9/13/2019,70,12,5
191,dumbbell bicep curl,9/13/2019,25,12,1
192,dumbbell bicep curl,9/13/2019,25,12,2
193,dumbbell bicep curl,9/13/2019,20,12,3
194,dumbbell bicep curl,9/13/2019,20,12,4
195,dumbbell bicep curl,9/13/2019,20,12,5
196,bicep ez curl,9/13/2019,55,12,1
197,bicep ez curl,9/13/2019,45,15,2
198,bicep ez curl,9/13/2019,45,15,3
199,bicep ez curl,9/13/2019,45,15,4
200,bicep ez curl,9/13/2019,50,12,5
201,crossbody hammer curl,9/13/2019,20,12,1
202,crossbody hammer curl,9/13/2019,20,12,2
203,crossbody hammer curl,9/13/2019,20,12,3
204,crossbody hammer curl,9/13/2019,20,12,4
205,crossbody hammer curl,9/13/2019,20,12,5
206,squat,9/15/2019,115,5,1
207,squat,9/15/2019,165,5,2
208,squat,9/15/2019,185,5,3
209,squat,9/15/2019,225,3,4
210,squat,9/15/2019,235,3,5
211,squat,9/15/2019,135,8,6
212,squat,9/15/2019,135,8,7
213,prone leg curl,9/15/2019,50,12,1
214,prone leg curl,9/15/2019,50,12,2
215,prone leg curl,9/15/2019,50,12,3
216,prone leg curl,9/15/2019,50,12,4
217,prone leg curl,9/15/2019,50,12,5
218,leg extension,9/15/2019,90,12,1
219,leg extension,9/15/2019,90,12,2
220,leg extension,9/15/2019,90,12,3
221,leg extension,9/15/2019,90,12,4
222,leg extension,9/15/2019,70,12,5
223,seated calf raise,9/15/2019,45,12,1
224,seated calf raise,9/15/2019,45,12,2
225,seated calf raise,9/15/2019,65,12,3
226,seated calf raise,9/15/2019,65,12,4
227,seated calf raise,9/15/2019,65,12,5
228,russian twist,9/15/2019,12,12,1
229,russian twist,9/15/2019,12,12,2
230,russian twist,9/15/2019,12,12,3
231,russian twist,9/15/2019,12,12,4
232,russian twist,9/15/2019,12,12,5
233,lying leg raise,9/15/2019,0,12,1
234,lying leg raise,9/15/2019,0,12,2
235,lying leg raise,9/15/2019,0,12,3
236,lying leg raise,9/15/2019,0,12,4
237,lying leg raise,9/15/2019,0,12,5
238,deadlift,9/16/2019,115,8,1
239,deadlift,9/16/2019,135,8,2
240,deadlift,9/16/2019,155,8,3
241,deadlift,9/16/2019,155,8,4
242,deadlift,9/16/2019,155,8,5
243,deadlift,9/16/2019,135,8,6
244,deadlift,9/16/2019,135,8,7
245,bent over dumbbell row,9/16/2019,30,12,1
246,bent over dumbbell row,9/16/2019,30,12,2
247,bent over dumbbell row,9/16/2019,30,12,3
248,bent over dumbbell row,9/16/2019,30,12,4
249,bent over dumbbell row,9/16/2019,30,12,5
250,dumbbell bicep curl,9/16/2019,25,12,1
251,dumbbell bicep curl,9/16/2019,20,12,2
252,dumbbell bicep curl,9/16/2019,20,12,3
253,dumbbell bicep curl,9/16/2019,20,12,4
254,dumbbell bicep curl,9/16/2019,20,12,5
255,dumbbell bicep curl,9/16/2019,20,12,6
256,crossbody hammer curl,9/16/2019,20,12,1
257,crossbody hammer curl,9/16/2019,20,12,2
258,crossbody hammer curl,9/16/2019,20,12,3
259,crossbody hammer curl,9/16/2019,20,12,4
260,crossbody hammer curl,9/16/2019,20,12,5
261,arm curl machine,9/16/2019,50,12,1
262,arm curl machine,9/16/2019,40,10,2
263,arm curl machine,9/16/2019,40,12,3
264,arm curl machine,9/16/2019,40,12,4
265,arm curl machine,9/16/2019,40,12,5
266,squat,9/18/2019,115,8,1
267,squat,9/18/2019,135,8,2
268,squat,9/18/2019,155,5,3
269,squat,9/18/2019,155,5,4
270,squat,9/18/2019,135,8,5
271,leg press,9/18/2019,180,12,1
272,leg press,9/18/2019,180,12,2
273,leg press,9/18/2019,180,12,3
274,leg extension,9/18/2019,90,12,1
275,leg extension,9/18/2019,70,12,2
276,leg extension,9/18/2019,70,12,3
277,seated leg curl,9/18/2019,50,12,1
278,seated leg curl,9/18/2019,50,12,2
279,seated leg curl,9/18/2019,50,12,3
280,seated calf raise,9/18/2019,50,12,1
281,seated calf raise,9/18/2019,50,12,2
282,seated calf raise,9/18/2019,50,12,3
283,calf raise,9/18/2019,240,12,1
284,calf raise,9/18/2019,240,12,2
285,calf raise,9/18/2019,240,12,3
286,lying leg raise,9/18/2019,0,12,1
287,lying leg raise,9/18/2019,0,12,2
288,lying leg raise,9/18/2019,0,12,3
289,lying leg raise,9/18/2019,0,12,4
290,lying leg raise,9/18/2019,0,12,5
291,bench press,9/19/2019,95,8,1
292,bench press,9/19/2019,115,8,2
293,bench press,9/19/2019,135,5,3
294,bench press,9/19/2019,135,8,4
295,bench press,9/19/2019,135,5,5
296,bench press,9/19/2019,115,8,6
297,bench press,9/19/2019,95,8,7
298,incline dumbbell press,9/19/2019,25,8,1
299,incline dumbbell press,9/19/2019,25,8,2
300,incline dumbbell press,9/19/2019,25,8,3
301,cross cable fly,9/19/2019,20,12,1
302,cross cable fly,9/19/2019,20,12,2
303,cross cable fly,9/19/2019,10,12,3
304,cross cable fly,9/19/2019,10,12,4
305,cross cable fly,9/19/2019,10,12,5
306,chest press machine,9/19/2019,60,10,1
307,chest press machine,9/19/2019,60,10,2
308,chest press machine,9/19/2019,40,10,3
309,isolated tricep pushdown,9/19/2019,30,10,1
310,isolated tricep pushdown,9/19/2019,30,12,2
311,isolated tricep pushdown,9/19/2019,30,10,3
312,isolated tricep pushdown,9/19/2019,20,10,4
313,isolated tricep pushdown,9/19/2019,20,10,5
314,lying leg raise,9/19/2019,0,12,1
315,lying leg raise,9/19/2019,0,12,2
316,lying leg raise,9/19/2019,0,12,3
317,lying leg raise,9/19/2019,0,12,4
318,lying leg raise,9/19/2019,0,12,5
319,deadlift,9/22/2019,115,8,1
320,deadlift,9/22/2019,135,5,2
321,deadlift,9/22/2019,135,8,3
322,deadlift,9/22/2019,135,5,4
323,deadlift,9/22/2019,135,8,5
324,deadlift,9/22/2019,135,5,6
325,deadlift,9/22/2019,115,8,7
326,seated cable row,9/22/2019,90,12,1
327,seated cable row,9/22/2019,90,12,2
328,seated cable row,9/22/2019,75,12,3
329,seated cable row,9/22/2019,75,12,4
330,seated cable row,9/22/2019,75,12,5
331,dumbbell bicep curl,9/22/2019,20,12,1
332,dumbbell bicep curl,9/22/2019,20,12,2
333,dumbbell bicep curl,9/22/2019,20,12,3
334,dumbbell bicep curl,9/22/2019,20,12,4
335,dumbbell bicep curl,9/22/2019,20,12,5
336,crossbody hammer curl,9/22/2019,20,12,1
337,crossbody hammer curl,9/22/2019,20,12,2
338,crossbody hammer curl,9/22/2019,20,12,3
339,crossbody hammer curl,9/22/2019,20,12,4
340,crossbody hammer curl,9/22/2019,20,12,5
341,ab roller,9/22/2019,0,12,1
342,ab roller,9/22/2019,0,12,2
343,ab roller,9/22/2019,0,12,3
344,ab roller,9/22/2019,0,12,4
345,ab roller,9/22/2019,0,12,5
346,flutter kick,9/22/2019,0,12,1
347,flutter kick,9/22/2019,0,12,2
348,flutter kick,9/22/2019,0,12,3
349,flutter kick,9/22/2019,0,12,4
350,flutter kick,9/22/2019,0,12,5
351,squat,9/23/2019,135,5,1
352,squat,9/23/2019,165,5,2
353,squat,9/23/2019,205,3,3
354,squat,9/23/2019,235,2,4
355,squat,9/23/2019,135,8,5
356,squat,9/23/2019,135,8,6
357,leg extension,9/23/2019,90,12,1
358,leg extension,9/23/2019,90,12,2
359,leg extension,9/23/2019,90,12,3
360,leg extension,9/23/2019,90,12,4
361,leg extension,9/23/2019,90,12,5
362,prone leg curl,9/23/2019,50,12,1
363,prone leg curl,9/23/2019,40,12,2
364,prone leg curl,9/23/2019,40,12,3
365,prone leg curl,9/23/2019,40,12,4
366,prone leg curl,9/23/2019,40,12,5
367,calf raise,9/23/2019,220,12,1
368,calf raise,9/23/2019,240,12,2
369,calf raise,9/23/2019,240,12,3
370,calf raise,9/23/2019,240,12,4
371,calf raise,9/23/2019,240,12,5
372,bench press,9/24/2019,95,8,1
373,bench press,9/24/2019,135,5,2
374,bench press,9/24/2019,135,5,3
375,bench press,9/24/2019,165,3,4
376,bench press,9/24/2019,165,3,5
377,bench press,9/24/2019,135,5,6
378,bench press,9/24/2019,135,5,7
379,flat bench dumbbell press,9/24/2019,25,12,1
380,flat bench dumbbell press,9/24/2019,25,12,2
381,flat bench dumbbell press,9/24/2019,25,12,3
382,cross cable fly,9/24/2019,10,12,1
383,cross cable fly,9/24/2019,20,12,2
384,cross cable fly,9/24/2019,20,12,3
385,cross cable fly,9/24/2019,20,12,4
386,cross cable fly,9/24/2019,20,12,5
387,tricep pushdown,9/24/2019,60,12,1
388,tricep pushdown,9/24/2019,60,12,2
389,tricep pushdown,9/24/2019,60,12,3
390,tricep pushdown,9/24/2019,60,12,4
391,tricep pushdown,9/24/2019,60,12,5
392,deadlift,9/26/2019,135,5,1
393,deadlift,9/26/2019,185,5,2
394,deadlift,9/26/2019,225,1,3
395,deadlift,9/26/2019,185,3,4
396,deadlift,9/26/2019,135,5,5
397,deadlift,9/26/2019,135,5,6
398,lateral pulldown,9/26/2019,75,12,1
399,lateral pulldown,9/26/2019,90,12,2
400,lateral pulldown,9/26/2019,75,12,3
401,lateral pulldown,9/26/2019,75,12,4
402,lateral pulldown,9/26/2019,75,12,5
403,lateral pulldown,9/26/2019,75,12,6
404,dumbbell bicep curl,9/26/2019,20,12,1
405,dumbbell bicep curl,9/26/2019,20,12,2
406,dumbbell bicep curl,9/26/2019,20,12,3
407,dumbbell bicep curl,9/26/2019,25,10,4
408,dumbbell bicep curl,9/26/2019,25,12,5
409,crossbody hammer curl,9/26/2019,20,12,1
410,crossbody hammer curl,9/26/2019,20,12,2
411,crossbody hammer curl,9/26/2019,20,12,3
412,crossbody hammer curl,9/26/2019,20,12,4
413,crossbody hammer curl,9/26/2019,20,12,5
414,flutter kick,9/26/2019,0,25,1
415,flutter kick,9/26/2019,0,25,2
416,flutter kick,9/26/2019,0,25,3
417,flutter kick,9/26/2019,0,25,4
418,flutter kick,9/26/2019,0,25,5
419,ab roller,9/26/2019,0,12,1
420,ab roller,9/26/2019,0,12,2
421,ab roller,9/26/2019,0,12,3
422,ab roller,9/26/2019,0,12,4
423,ab roller,9/26/2019,0,12,5
424,squat,9/27/2019,115,5,1
425,squat,9/27/2019,135,5,2
426,squat,9/27/2019,135,8,3
427,squat,9/27/2019,135,8,4
428,squat,9/27/2019,135,8,5
429,squat,9/27/2019,135,8,6
430,leg extension,9/27/2019,90,12,1
431,leg extension,9/27/2019,90,12,2
432,leg extension,9/27/2019,90,12,3
433,leg extension,9/27/2019,70,12,4
434,leg extension,9/27/2019,70,12,5
435,prone leg curl,9/27/2019,45,12,1
436,prone leg curl,9/27/2019,55,12,2
437,prone leg curl,9/27/2019,55,12,3
438,prone leg curl,9/27/2019,55,12,4
439,prone leg curl,9/27/2019,55,12,5
440,calf raise,9/27/2019,240,12,1
441,calf raise,9/27/2019,240,12,2
442,calf raise,9/27/2019,240,12,3
443,calf raise,9/27/2019,240,12,4
444,calf raise,9/27/2019,240,12,5
445,bench press,9/29/2019,95,8,1
446,bench press,9/29/2019,135,5,2
447,bench press,9/29/2019,185,3,3
448,bench press,9/29/2019,200,1,4
449,bench press,9/29/2019,135,5,5
450,bench press,9/29/2019,136,5,6
451,incline bench press,9/29/2019,95,5,1
452,incline bench press,9/29/2019,95,8,2
453,incline bench press,9/29/2019,115,5,3
454,incline bench press,9/29/2019,115,5,4
455,incline bench press,9/29/2019,135,3,5
456,cross cable fly,9/29/2019,20,12,1
457,cross cable fly,9/29/2019,20,12,2
458,cross cable fly,9/29/2019,20,12,3
459,cross cable fly,9/29/2019,20,12,4
460,cross cable fly,9/29/2019,20,12,5
461,tricep pushdown,9/29/2019,60,12,1
462,tricep pushdown,9/29/2019,60,12,2
463,tricep pushdown,9/29/2019,60,12,3
464,tricep pushdown,9/29/2019,60,12,4
465,tricep pushdown,9/29/2019,50,12,5
466,flutter kick,9/29/2019,0,25,1
467,flutter kick,9/29/2019,0,25,2
468,flutter kick,9/29/2019,0,25,3
469,flutter kick,9/29/2019,0,25,4
470,flutter kick,9/29/2019,0,25,5
471,flutter kick,9/29/2019,0,25,6
472,ab roller,9/29/2019,0,12,1
473,ab roller,9/29/2019,0,12,2
474,ab roller,9/29/2019,0,12,3
475,ab roller,9/29/2019,0,12,4
476,ab roller,9/29/2019,0,12,5
477,deadlift,9/30/2019,95,8,1
478,deadlift,9/30/2019,135,5,2
479,deadlift,9/30/2019,135,5,3
480,deadlift,9/30/2019,135,5,4
481,deadlift,9/30/2019,135,8,5
482,deadlift,9/30/2019,135,5,6
483,lateral pulldown,9/30/2019,75,12,1
484,lateral pulldown,9/30/2019,75,12,2
485,lateral pulldown,9/30/2019,75,12,3
486,lateral pulldown,9/30/2019,75,12,4
487,lateral pulldown,9/30/2019,75,12,5
488,close grip lateral pulldown,9/30/2019,75,12,1
489,close grip lateral pulldown,9/30/2019,75,12,2
490,close grip lateral pulldown,9/30/2019,75,12,3
491,dumbbell bicep curl,9/30/2019,20,12,1
492,dumbbell bicep curl,9/30/2019,20,12,2
493,dumbbell bicep curl,9/30/2019,20,12,3
494,dumbbell bicep curl,9/30/2019,20,12,4
495,dumbbell bicep curl,9/30/2019,20,12,5
496,crossbody hammer curl,9/30/2019,20,12,1
497,crossbody hammer curl,9/30/2019,20,12,2
498,crossbody hammer curl,9/30/2019,20,12,3
499,crossbody hammer curl,9/30/2019,20,12,4
500,crossbody hammer curl,9/30/2019,20,12,5
501,squat,10/1/2019,95,8,1
502,squat,10/1/2019,135,5,2
503,squat,10/1/2019,175,5,3
504,squat,10/1/2019,185,5,4
505,squat,10/1/2019,225,3,5
506,squat,10/1/2019,205,3,6
507,squat,10/1/2019,135,8,7
508,prone leg curl,10/1/2019,50,12,1
509,prone leg curl,10/1/2019,50,12,2
510,prone leg curl,10/1/2019,50,12,3
511,prone leg curl,10/1/2019,50,12,4
512,prone leg curl,10/1/2019,50,12,5
513,leg extension,10/1/2019,70,12,1
514,leg extension,10/1/2019,90,12,2
515,leg extension,10/1/2019,90,12,3
516,leg extension,10/1/2019,90,12,4
517,leg extension,10/1/2019,90,12,5
518,calf raise,10/1/2019,240,12,1
519,calf raise,10/1/2019,240,12,2
520,calf raise,10/1/2019,240,12,3
521,calf raise,10/1/2019,240,12,4
522,calf raise,10/1/2019,240,12,5
523,flutter kick,10/1/2019,0,50,1
524,flutter kick,10/1/2019,0,50,2
525,flutter kick,10/1/2019,0,50,3
526,flutter kick,10/1/2019,0,50,4
527,flutter kick,10/1/2019,0,50,5
528,ab roller,10/1/2019,0,12,1
529,ab roller,10/1/2019,0,12,2
530,ab roller,10/1/2019,0,12,3
531,ab roller,10/1/2019,0,12,4
532,ab roller,10/1/2019,0,12,5
533,bench press,10/2/2019,95,5,1
534,bench press,10/2/2019,135,5,2
535,bench press,10/2/2019,135,5,3
536,bench press,10/2/2019,135,5,4
537,bench press,10/2/2019,135,5,5
538,bench press,10/2/2019,135,5,6
539,bench press,10/2/2019,135,5,7
540,flat bench dumbbell press,10/2/2019,25,8,1
541,flat bench dumbbell press,10/2/2019,25,8,2
542,flat bench dumbbell press,10/2/2019,30,8,3
543,flat bench dumbbell press,10/2/2019,30,8,4
544,flat bench dumbbell press,10/2/2019,30,8,5
545,cross cable fly,10/2/2019,20,12,1
546,cross cable fly,10/2/2019,20,12,2
547,cross cable fly,10/2/2019,20,12,3
548,cross cable fly,10/2/2019,20,12,4
549,cross cable fly,10/2/2019,20,12,5
550,tricep pushdown,10/2/2019,60,12,1
551,tricep pushdown,10/2/2019,60,12,2
552,tricep pushdown,10/2/2019,60,12,3
553,tricep pushdown,10/2/2019,60,12,4
554,tricep pushdown,10/2/2019,60,12,5
555,deadlift,10/3/2019,165,5,1
556,deadlift,10/3/2019,165,5,2
557,deadlift,10/3/2019,165,5,3
558,deadlift,10/3/2019,165,5,4
559,deadlift,10/3/2019,165,5,5
560,lateral pulldown,10/3/2019,90,12,1
561,lateral pulldown,10/3/2019,90,12,2
562,lateral pulldown,10/3/2019,75,12,3
563,lateral pulldown,10/3/2019,75,12,4
564,lateral pulldown,10/3/2019,75,12,5
565,dumbbell bicep curl,10/3/2019,25,12,1
566,dumbbell bicep curl,10/3/2019,25,12,2
567,dumbbell bicep curl,10/3/2019,20,12,3
568,dumbbell bicep curl,10/3/2019,20,12,4
569,dumbbell bicep curl,10/3/2019,20,12,5
570,crossbody hammer curl,10/3/2019,20,12,1
571,crossbody hammer curl,10/3/2019,20,12,2
572,crossbody hammer curl,10/3/2019,20,12,3
573,bicep ez curl,10/3/2019,55,12,1
574,bicep ez curl,10/3/2019,45,12,2
575,bicep ez curl,10/3/2019,45,15,3
576,lateral raise,10/3/2019,20,12,1
577,lateral raise,10/3/2019,15,12,2
578,lateral raise,10/3/2019,15,12,3
579,lateral raise,10/3/2019,15,12,4
580,lateral raise,10/3/2019,15,12,5
581,squat,10/4/2019,115,5,1
582,squat,10/4/2019,135,8,2
583,squat,10/4/2019,155,8,3
584,squat,10/4/2019,155,5,4
585,squat,10/4/2019,135,5,5
586,squat,10/4/2019,135,5,6
587,prone leg curl,10/4/2019,55,12,1
588,prone leg curl,10/4/2019,55,12,2
589,prone leg curl,10/4/2019,55,12,3
590,prone leg curl,10/4/2019,55,12,4
591,prone leg curl,10/4/2019,55,12,5
592,leg extension,10/4/2019,90,12,1
593,leg extension,10/4/2019,90,12,2
594,leg extension,10/4/2019,90,12,3
595,leg extension,10/4/2019,90,12,4
596,leg extension,10/4/2019,90,12,5
597,calf raise,10/4/2019,240,12,1
598,calf raise,10/4/2019,240,12,2
599,calf raise,10/4/2019,240,12,3
600,calf raise,10/4/2019,240,12,4
601,calf raise,10/4/2019,240,12,5
602,bench press,10/6/2019,115,8,1
603,bench press,10/6/2019,135,5,2
604,bench press,10/6/2019,155,5,3
605,bench press,10/6/2019,145,5,4
606,bench press,10/6/2019,145,5,5
607,bench press,10/6/2019,135,5,6
608,flat bench dumbbell press,10/6/2019,30,8,1
609,flat bench dumbbell press,10/6/2019,30,8,2
610,flat bench dumbbell press,10/6/2019,30,8,3
611,flat bench dumbbell press,10/6/2019,30,8,4
612,flat bench dumbbell press,10/6/2019,30,8,5
613,cross cable fly,10/6/2019,20,12,1
614,cross cable fly,10/6/2019,20,12,2
615,cross cable fly,10/6/2019,20,12,3
616,cross cable fly,10/6/2019,20,12,4
617,cross cable fly,10/6/2019,20,12,5
618,tricep pushdown,10/6/2019,60,12,1
619,tricep pushdown,10/6/2019,60,12,2
620,tricep pushdown,10/6/2019,60,12,3
621,tricep pushdown,10/6/2019,60,12,4
622,tricep pushdown,10/6/2019,60,12,5
623,ab roller,10/6/2019,0,12,1
624,ab roller,10/6/2019,0,12,2
625,ab roller,10/6/2019,0,12,3
626,ab roller,10/6/2019,0,12,4
627,ab roller,10/6/2019,0,12,5
628,flutter kick,10/6/2019,0,25,1
629,flutter kick,10/6/2019,0,25,2
630,flutter kick,10/6/2019,0,25,3
631,flutter kick,10/6/2019,0,25,4
632,flutter kick,10/6/2019,0,25,5
633,deadlift,10/7/2019,185,5,1
634,deadlift,10/7/2019,185,5,2
635,deadlift,10/7/2019,185,5,3
636,deadlift,10/7/2019,185,5,4
637,deadlift,10/7/2019,185,5,5
638,lateral pulldown,10/7/2019,90,12,1
639,lateral pulldown,10/7/2019,75,12,2
640,lateral pulldown,10/7/2019,75,12,3
641,lateral pulldown,10/7/2019,75,12,4
642,lateral pulldown,10/7/2019,90,12,5
643,dumbbell bicep curl,10/7/2019,20,12,1
644,dumbbell bicep curl,10/7/2019,20,12,2
645,dumbbell bicep curl,10/7/2019,20,12,3
646,dumbbell bicep curl,10/7/2019,20,12,4
647,dumbbell bicep curl,10/7/2019,20,12,5
648,crossbody hammer curl,10/7/2019,20,12,1
